file_id,label
100852-0-0-15,0
84143-2-0-7,2
178686-0-0-67,0
95562-4-2-0,4
125678-7-0-3,7
102857-5-0-10,5
193394-3-0-4,3
54383-0-0-10,0
178260-7-1-1,7
22883-7-17-5,7
155294-3-0-0,3
89207-3-0-0,3
137969-2-0-4,2
74677-0-0-38,0
109703-2-0-50,2
151359-1-3-0,1
135160-8-0-6,8
81788-2-0-14,2
204240-0-0-0,0
58005-4-0-68,4
203929-7-7-13,7
71309-1-0-3,1
184575-3-0-0,3
155044-9-0-15,9
7389-1-4-3,1
42953-9-0-49,9
113203-5-0-7,5
188813-7-11-1,7
42937-4-0-0,4
115418-9-0-11,9
68080-7-0-6,7
39856-5-0-26,5
119455-5-0-7,5
176787-5-0-26,5
182103-9-0-47,9
115418-9-0-15,9
116484-3-0-16,3
17578-5-0-32,5
156897-6-0-0,6
204067-2-0-32,2
99192-4-0-43,4
129750-2-0-3,2
128891-3-0-2,3
96475-9-0-4,9
31150-2-0-24,2
177756-2-0-19,2
167464-0-0-20,0
175296-2-0-128,2
22883-7-21-0,7
33641-3-8-0,3
65750-3-3-74,3
162318-2-0-39,2
205874-4-4-0,4
39884-5-0-3,5
14385-9-0-11,9
74922-4-0-6,4
74726-8-2-5,8
105425-9-0-10,9
50668-5-5-2,5
204240-0-0-10,0
165039-7-8-1,7
159735-2-0-9,2
105289-8-0-1,8
186339-9-0-17,9
128607-4-0-4,4
162134-7-15-0,7
178261-7-2-0,7
74458-9-1-13,9
161005-2-0-6,2
164053-8-2-3,8
91209-5-1-1,5
122738-9-0-11,9
102103-3-1-0,3
156893-7-5-0,7
22883-7-39-0,7
71309-1-0-1,1
41372-3-0-39,3
138031-2-0-7,2
178686-0-0-23,0
155127-9-1-25,9
102871-8-0-9,8
55020-4-0-1,4
102857-5-0-20,5
113601-9-0-34,9
201652-5-5-3,5
132073-1-3-0,1
128607-4-0-1,4
155263-2-0-43,2
196127-3-0-0,3
162134-7-10-1,7
80806-2-0-3,2
50668-5-7-0,5
74507-0-0-27,0
146845-0-0-3,0
193698-2-0-42,2
81787-2-0-14,2
88121-8-2-0,8
115415-9-0-7,9
148828-6-0-0,6
76221-2-0-4,2
106015-5-0-0,5
162134-7-14-1,7
147672-3-1-0,3
157695-3-0-2,3
183992-3-0-9,3
183989-3-1-18,3
115411-3-0-0,3
156869-8-0-11,8
49312-2-0-2,2
124489-9-0-12,9
34621-4-15-0,4
102857-5-0-29,5
35549-9-0-47,9
13230-0-0-25,0
190894-2-0-4,2
54067-2-0-71,2
149929-9-0-5,9
24074-1-0-2,1
77769-9-0-2,9
59595-4-0-1,4
24347-8-0-94,8
207211-2-0-89,2
24347-8-0-77,8
165529-2-0-90,2
76266-2-0-40,2
122738-9-0-2,9
76086-4-0-29,4
207216-2-0-112,2
34952-8-0-7,8
63292-3-0-1,3
108041-9-0-5,9
171243-9-0-91,9
200161-3-6-4,3
74507-0-0-28,0
135544-6-19-0,6
78651-5-0-4,5
131918-7-0-3,7
184805-0-0-58,0
135160-8-0-11,8
79377-9-0-2,9
113216-5-0-4,5
135528-6-7-0,6
77774-4-1-0,4
63724-0-0-8,0
72261-3-0-27,3
206037-2-0-3,2
165039-7-11-0,7
203929-7-4-1,7
31325-3-1-1,3
72259-1-9-16,1
175904-2-0-41,2
121286-0-0-13,0
74726-8-0-4,8
17578-5-0-35,5
159750-8-0-0,8
79584-3-0-5,3
131571-6-0-0,6
157866-8-0-19,8
179866-1-1-0,1
104327-2-0-34,2
111671-8-0-12,8
170564-2-1-32,2
54697-7-0-0,7
59037-2-4-5,2
22883-7-35-2,7
160016-2-0-25,2
105289-8-1-1,8
109263-9-0-54,9
106905-8-0-3,8
178521-2-0-69,2
74507-0-0-10,0
204773-3-8-0,3
19007-4-0-0,4
24347-8-0-58,8
28284-3-1-0,3
107357-8-1-2,8
145609-6-0-0,6
193697-2-0-107,2
76090-6-0-0,6
195451-5-0-3,5
148632-8-0-15,8
201652-5-0-3,5
112195-3-0-48,3
52411-9-0-52,9
35548-9-0-21,9
180134-4-1-7,4
85662-3-0-0,3
204240-0-0-14,0
177592-5-0-10,5
77751-4-7-0,4
157207-6-7-0,6
190893-2-0-10,2
188497-2-0-17,2
107842-4-3-0,4
189981-0-0-17,0
72259-1-7-19,1
169044-2-0-25,2
14110-4-0-2,4
185800-4-0-0,4
194310-9-0-73,9
94631-9-1-25,9
188813-7-10-1,7
78360-4-0-3,4
169045-2-0-0,2
97606-7-1-0,7
66623-4-0-5,4
18592-5-0-3,5
180126-4-1-1,4
110371-3-1-1,3
63095-4-1-7,4
75743-0-0-20,0
18594-1-2-0,1
135528-6-4-2,6
55018-0-0-110,0
147926-0-0-10,0
185373-9-1-17,9
118278-4-0-5,4
172314-9-0-51,9
22883-7-67-0,7
117048-3-0-25,3
152908-5-0-13,5
17578-5-0-1,5
94710-5-0-1,5
149255-9-0-0,9
203424-9-0-15,9
189825-9-0-5,9
24347-8-0-13,8
192123-2-0-22,2
160009-2-0-30,2
207213-2-0-81,2
109233-3-0-4,3
79089-0-0-51,0
24347-8-0-7,8
197554-2-0-74,2
193699-2-0-33,2
180134-4-2-3,4
62837-7-1-39,7
26255-3-6-0,3
180127-4-0-3,4
189023-0-0-8,0
20015-3-0-12,3
177621-0-0-88,0
96159-4-1-0,4
158597-2-0-16,2
46656-6-3-0,6
50629-4-3-0,4
104998-7-19-6,7
99192-4-0-33,4
82368-2-0-0,2
169466-4-3-1,4
93193-9-1-6,9
117889-9-0-30,9
180126-4-1-2,4
62837-7-1-35,7
30206-7-0-10,7
177621-0-0-117,0
101729-0-0-4,0
185436-1-6-0,1
19338-5-0-0,5
23219-5-0-6,5
180937-7-3-7,7
22883-7-100-0,7
29936-3-2-0,3
151149-2-0-4,2
162134-7-17-1,7
94632-5-0-10,5
60935-2-0-12,2
160575-3-4-0,3
165039-7-7-0,7
79089-0-0-40,0
178260-7-1-4,7
119449-5-0-3,5
162134-7-13-4,7
20285-3-2-0,3
166931-4-1-5,4
76585-9-0-57,9
194910-9-0-5,9
118278-4-0-10,4
22883-7-17-4,7
22601-8-0-0,8
203929-7-7-0,7
176787-5-0-14,5
135527-6-7-0,6
88569-2-0-14,2
55018-0-0-37,0
77901-9-0-3,9
207214-2-0-54,2
34621-4-21-0,4
99157-9-0-16,9
44325-9-0-72,9
156893-7-2-0,7
184449-2-0-28,2
77774-4-0-0,4
190894-2-0-8,2
77751-7-8-0,7
66619-2-0-0,2
181624-4-4-0,4
162103-0-0-9,0
62837-7-1-22,7
156868-8-4-0,8
155129-1-1-0,1
144007-5-1-8,5
102105-3-0-0,3
204408-2-0-8,2
128160-5-0-11,5
7066-6-0-0,6
166101-5-2-0,5
95536-3-0-5,3
50668-5-0-1,5
61250-3-0-36,3
98223-7-6-0,7
102857-5-0-8,5
167701-4-7-0,4
24347-8-0-68,8
118440-4-5-0,4
132021-7-0-9,7
176638-5-0-2,5
164377-9-1-43,9
180126-4-4-2,4
30204-0-0-4,0
85569-0-0-3,0
50629-4-2-0,4
34241-1-1-0,1
207214-2-0-31,2
59800-3-0-0,3
160009-2-0-1,2
159747-8-0-9,8
134717-0-0-25,0
157868-8-0-19,8
103074-7-3-1,7
174287-6-0-0,6
104998-7-9-9,7
44278-1-0-0,1
178260-7-2-1,7
7389-1-3-5,1
156893-7-4-0,7
106015-5-0-17,5
121285-0-0-1,0
75743-0-0-17,0
31884-7-1-1,7
159743-8-0-0,8
41364-9-0-22,9
103199-4-2-5,4
14772-7-3-0,7
118279-8-0-1,8
60605-9-0-90,9
169098-7-4-5,7
22883-7-17-2,7
14470-2-0-10,2
72259-1-7-14,1
155299-3-0-1,3
128465-1-0-6,1
194753-3-1-0,3
203355-3-1-0,3
99192-4-0-54,4
131918-7-0-1,7
130961-4-3-0,4
165785-4-3-0,4
184805-0-0-77,0
25038-6-1-0,6
207211-2-0-88,2
132016-9-0-6,9
209992-5-4-17,5
169045-2-0-3,2
39967-9-0-99,9
174293-6-1-0,6
16860-9-0-26,9
104625-4-0-57,4
43784-3-0-0,3
177742-0-0-10,0
123688-8-2-2,8
65472-1-0-0,1
62837-7-1-63,7
180127-4-0-12,4
104421-2-0-20,2
148827-6-2-0,6
77766-9-0-4,9
171305-7-3-0,7
177537-7-0-8,7
177742-0-0-202,0
125523-3-0-3,3
180977-3-1-5,3
69962-2-0-16,2
191431-9-0-30,9
180029-4-1-0,4
162134-7-1-0,7
196400-6-0-0,6
50629-4-0-0,4
191382-3-0-5,3
203440-3-0-6,3
24728-7-3-0,7
35629-3-0-0,3
99500-2-0-41,2
177729-0-0-120,0
6902-2-0-18,2
203654-9-0-28,9
110688-3-0-17,3
183989-3-1-21,3
34621-4-13-0,4
76086-4-0-23,4
199929-4-2-0,4
204240-0-0-22,0
144068-5-5-2,5
113203-5-3-1,5
78326-9-0-3,9
197318-6-8-0,6
171165-9-0-19,9
24347-8-0-28,8
162134-7-11-2,7
159744-8-0-13,8
71700-3-3-2,3
187356-1-4-0,1
165166-8-0-5,8
168037-4-10-0,4
152908-5-0-12,5
13230-0-0-3,0
96920-9-0-0,9
51022-3-30-4,3
58857-2-0-13,2
204240-0-0-16,0
49313-2-0-4,2
119455-5-0-1,5
54383-0-0-3,0
164053-8-2-1,8
178520-2-0-39,2
135776-2-0-90,2
180128-4-11-0,4
145608-6-2-0,6
178686-0-0-18,0
125678-7-3-4,7
201988-5-0-11,5
85569-0-0-2,0
209992-5-2-82,5
184805-0-0-16,0
94636-8-0-7,8
203929-7-3-10,7
76086-4-0-55,4
30204-0-0-8,0
52171-3-6-1,3
105029-7-4-3,7
162431-6-3-0,6
205874-4-7-0,4
157207-6-6-0,6
190893-2-0-27,2
108357-9-0-2,9
157868-8-0-25,8
31150-2-0-6,2
180128-4-4-0,4
167464-0-0-16,0
128607-4-1-3,4
102857-5-0-27,5
24347-8-0-72,8
135544-6-6-0,6
62837-7-1-69,7
185374-9-0-23,9
61791-9-1-44,9
71173-2-0-17,2
185373-9-1-46,9
159742-8-0-7,8
147926-0-0-54,0
128160-5-0-5,5
79089-0-0-75,0
169466-4-2-4,4
176787-5-0-7,5
174994-3-0-4,3
144351-4-2-5,4
107090-1-0-0,1
207211-2-0-100,2
203929-7-1-1,7
117889-9-0-20,9
169043-2-0-3,2
118440-4-2-0,4
113203-5-0-3,5
17853-5-0-12,5
99185-3-0-0,3
54081-9-0-47,9
89679-1-0-0,1
71171-4-1-4,4
13577-3-5-0,3
99179-9-0-17,9
136399-6-6-0,6
24347-8-0-8,8
26255-3-8-0,3
159751-8-0-3,8
180937-4-1-47,4
104998-7-10-9,7
44325-9-0-35,9
71177-8-1-4,8
168906-9-0-95,9
102547-3-0-7,3
144351-4-2-2,4
44735-5-0-0,5
132855-2-0-41,2
165454-0-0-3,0
54976-4-0-9,4
201988-5-0-10,5
197320-6-7-0,6
106015-5-0-7,5
180125-4-1-3,4
147764-4-4-1,4
104998-7-17-7,7
159752-8-0-8,8
24347-8-0-60,8
58937-4-2-9,4
17853-5-0-11,5
180256-3-0-1,3
107357-8-1-15,8
63724-0-0-16,0
171305-7-20-0,7
177726-0-0-11,0
22883-7-44-0,7
160010-2-0-37,2
113203-5-0-6,5
114587-3-0-4,3
196561-3-0-29,3
186339-9-0-18,9
201652-5-2-4,5
71177-8-1-2,8
104817-4-0-9,4
132016-7-0-0,7
104998-7-2-4,7
184805-0-0-90,0
63095-4-1-10,4
66599-9-1-23,9
42117-8-0-14,8
84699-4-6-0,4
14527-9-0-3,9
78776-6-0-0,6
195969-0-0-13,0
184355-1-0-0,1
46656-6-2-0,6
148835-6-3-0,6
155219-2-0-1,2
178686-0-0-46,0
101729-0-0-14,0
62567-5-0-4,5
159752-8-0-3,8
189023-0-0-4,0
7383-3-0-1,3
192123-2-0-23,2
177537-7-0-29,7
189982-0-0-7,0
72724-3-2-8,3
160010-2-0-21,2
130961-4-5-5,4
14386-9-0-20,9
84143-2-0-14,2
177729-0-0-67,0
188824-7-7-0,7
43787-3-1-0,3
178686-0-0-16,0
153261-0-0-2,0
135527-6-14-4,6
41364-9-0-23,9
157868-8-0-7,8
180134-4-2-17,4
144007-5-0-5,5
162103-0-0-2,0
125678-7-0-6,7
90013-7-0-5,7
54823-3-1-0,3
16692-5-0-3,5
185373-9-1-7,9
142003-2-0-1,2
22883-7-3-0,7
146709-0-0-37,0
24347-8-0-33,8
34952-8-0-1,8
14111-4-0-0,4
121286-0-0-10,0
135160-8-0-3,8
79584-3-0-8,3
180128-4-5-0,4
117072-3-0-8,3
202516-0-0-8,0
50629-4-4-0,4
36264-9-0-7,9
161922-3-2-0,3
155243-9-0-55,9
156634-5-2-7,5
66622-4-0-3,4
146186-5-0-13,5
74364-8-1-27,8
34871-3-8-0,3
54823-3-0-0,3
100852-0-0-4,0
192124-2-0-4,2
196066-2-0-0,2
132855-2-0-113,2
9032-3-2-0,3
30204-0-0-7,0
78360-4-0-23,4
188824-7-4-0,7
105415-2-0-21,2
155238-2-0-31,2
144068-5-4-6,5
117048-3-0-35,3
187075-5-0-4,5
68080-7-0-4,7
167702-4-4-0,4
189988-0-0-1,0
100852-0-0-24,0
157649-3-0-0,3
165067-2-0-35,2
56385-0-0-2,0
190894-2-0-2,2
112195-3-0-57,3
180257-3-0-3,3
76091-6-5-0,6
201652-5-3-2,5
132021-7-0-1,7
185373-9-0-21,9
30832-3-5-1,3
201988-5-0-3,5
121285-0-0-5,0
171165-9-0-15,9
71171-4-1-5,4
34866-9-0-9,9
125678-7-2-4,7
89724-5-0-0,5
115240-9-0-28,9
94632-5-0-13,5
155219-2-0-0,2
155217-9-0-85,9
152908-5-0-11,5
39847-5-0-2,5
83196-9-0-9,9
63095-4-0-10,4
17853-5-0-8,5
84359-2-0-6,2
76093-6-0-0,6
203929-7-5-0,7
49313-2-0-30,2
133473-8-0-0,8
135528-6-5-0,6
146690-0-0-154,0
166101-5-1-0,5
14772-7-5-0,7
24347-8-0-46,8
177621-0-0-35,0
209864-5-0-0,5
16692-5-0-0,5
203929-7-4-6,7
132016-9-0-14,9
106486-5-0-2,5
155227-9-0-2,9
189023-0-0-11,0
167464-0-0-3,0
71173-2-0-24,2
54383-0-0-4,0
199769-1-0-5,1
62566-5-0-0,5
94632-5-0-27,5
100852-0-0-16,0
187920-7-1-0,7
172519-9-0-13,9
203929-7-9-6,7
146709-0-0-33,0
7389-1-3-1,1
177726-0-0-5,0
147926-0-0-11,0
180256-3-0-3,3
176258-3-1-18,3
62837-7-1-55,7
24347-8-0-36,8
29721-4-0-10,4
39856-5-0-28,5
123688-8-0-3,8
111386-5-1-1,5
180937-7-2-1,7
34056-2-0-2,2
180057-9-0-20,9
24965-3-0-0,3
34643-4-2-1,4
125520-1-4-0,1
159735-2-0-17,2
117181-8-0-9,8
188824-7-6-0,7
118279-8-0-3,8
103074-7-4-5,7
102547-3-0-8,3
95549-3-0-6,3
23219-5-0-0,5
146845-0-0-5,0
78360-4-0-20,4
74458-9-2-18,9
177537-7-0-14,7
54914-2-0-3,2
146186-5-0-2,5
49313-2-0-10,2
201652-5-5-2,5
178686-0-0-34,0
115241-9-0-2,9
108357-9-0-15,9
93567-8-0-5,8
57105-3-1-0,3
159753-8-0-4,8
17009-2-0-9,2
181102-9-0-26,9
22601-8-0-51,8
66622-4-0-1,4
146186-5-0-0,5
159735-2-0-34,2
40717-8-0-2,8
125678-7-0-5,7
44737-5-0-0,5
165774-7-7-0,7
188824-7-0-0,7
89213-3-0-0,3
74850-9-0-11,9
204240-0-0-20,0
201652-5-4-5,5
192236-3-0-8,3
196065-2-0-0,2
55018-0-0-93,0
202516-0-0-5,0
143651-2-0-59,2
72259-1-9-12,1
88121-8-1-0,8
15544-5-0-17,5
156893-7-10-0,7
62564-5-0-10,5
159742-8-0-8,8
178260-7-1-3,7
177742-0-0-164,0
178826-2-0-20,2
159745-8-1-6,8
54898-8-0-1,8
201988-5-0-5,5
94632-5-0-6,5
197554-2-0-26,2
98680-9-0-2,9
180937-7-0-0,7
103074-7-1-4,7
91396-8-0-2,8
179858-1-0-0,1
137156-9-0-73,9
93567-8-0-2,8
74726-8-0-1,8
167702-4-1-0,4
128465-1-0-1,1
155127-9-0-2,9
19496-3-1-1,3
72221-3-4-1,3
62837-7-0-31,7
77751-4-9-1,4
196071-2-0-0,2
121285-0-0-9,0
39968-9-0-144,9
14468-3-0-3,3
116483-3-0-1,3
119067-0-0-2,0
71171-4-1-3,4
157867-8-0-15,8
111386-5-0-0,5
178115-1-0-0,1
52633-3-0-8,3
118558-5-1-1,5
164311-3-0-0,3
104625-4-1-8,4
123688-8-2-3,8
71309-1-0-6,1
159748-8-0-5,8
166931-4-2-8,4
94868-1-1-0,1
83196-9-0-13,9
72259-1-7-17,1
57320-0-0-42,0
171464-3-2-0,3
176787-5-0-4,5
159761-0-0-2,0
119449-5-0-0,5
69598-4-9-0,4
73623-7-1-0,7
60605-9-0-95,9
100648-1-3-0,1
125678-7-3-0,7
54086-1-2-0,1
167464-0-0-2,0
189989-0-0-2,0
159747-8-0-18,8
155202-9-0-124,9
178260-7-3-6,7
178826-2-0-12,2
200460-6-0-0,6
132108-9-1-27,9
115240-9-0-4,9
98223-7-1-0,7
87275-1-2-0,1
165454-0-0-4,0
181725-3-0-37,3
185374-9-0-60,9
105289-8-2-1,8
171305-7-19-0,7
171406-9-0-7,9
111671-8-0-11,8
157866-8-0-8,8
101729-0-0-6,0
76585-9-0-5,9
204067-2-0-30,2
21683-9-0-18,9
29721-4-0-11,4
178521-2-0-22,2
97331-2-0-98,2
182800-2-2-3,2
22883-7-64-0,7
162103-0-0-12,0
165454-0-0-9,0
71309-1-0-5,1
146709-0-0-22,0
54173-2-0-21,2
177729-0-0-68,0
177742-0-0-149,0
42324-4-1-0,4
162134-7-10-0,7
174032-2-0-22,2
108362-2-0-12,2
135527-6-14-7,6
185375-9-0-61,9
189981-0-0-8,0
57320-0-0-38,0
201652-5-2-0,5
194841-9-0-222,9
157868-8-0-18,8
72567-1-2-2,1
144068-5-4-8,5
159751-8-0-18,8
139000-4-0-1,4
166931-4-4-3,4
94632-5-1-26,5
155219-2-0-26,2
104625-4-0-48,4
144068-5-4-1,5
47019-2-0-73,2
80589-0-0-2,0
176638-1-0-0,1
172460-9-0-91,9
180937-7-0-2,7
99812-1-2-0,1
207216-2-0-22,2
146845-0-0-16,0
203929-7-7-10,7
160092-3-0-0,3
144007-5-0-14,5
76085-4-0-97,4
30206-7-0-2,7
13230-0-0-23,0
167464-0-0-4,0
176787-5-0-21,5
192236-3-0-4,3
159751-8-0-19,8
121528-8-1-0,8
72261-3-0-23,3
111671-8-0-0,8
84143-2-0-38,2
162134-7-0-2,7
155241-9-0-8,9
196057-2-0-0,2
98859-7-2-3,7
203929-7-1-2,7
162432-6-7-0,6
22601-8-0-29,8
151359-1-1-0,1
62837-7-1-4,7
72567-1-4-2,1
196063-2-0-1,2
197075-3-1-1,3
138015-3-0-1,3
61790-9-0-10,9
34708-6-4-0,6
159701-6-1-0,6
6508-9-0-3,9
154758-5-0-19,5
166489-3-0-1,3
113202-5-0-26,5
129356-2-0-129,2
24347-8-0-75,8
178686-0-0-38,0
178686-0-0-12,0
130961-4-5-3,4
177742-0-0-102,0
155241-9-0-50,9
85249-2-0-79,2
147491-9-2-10,9
51027-3-1-4,3
121286-0-0-9,0
171406-9-0-57,9
102842-3-1-6,3
74726-8-0-6,8
157868-8-0-1,8
82024-3-0-4,3
74810-9-1-5,9
189023-0-0-1,0
203913-8-0-2,8
158593-2-0-54,2
99179-9-0-58,9
107228-5-0-7,5
196085-2-0-2,2
193697-2-0-5,2
119449-5-0-5,5
180937-7-3-2,7
78651-5-0-3,5
176787-5-0-12,5
57320-0-0-6,0
73524-0-0-6,0
161129-4-0-1,4
43786-3-0-0,3
194321-9-0-61,9
155299-3-1-0,3
61626-9-0-6,9
74965-4-0-1,4
104998-7-2-6,7
205874-4-8-0,4
162134-7-10-2,7
22883-7-78-2,7
7061-6-0-0,6
157867-8-0-7,8
159735-2-0-99,2
195969-0-0-2,0
125678-7-2-6,7
161010-1-0-0,1
46669-4-0-35,4
104817-4-0-10,4
143970-5-0-1,5
168906-9-0-28,9
69304-9-0-6,9
159751-8-0-12,8
22601-8-0-21,8
27216-3-0-9,3
61626-9-0-2,9
72259-1-7-12,1
181624-4-6-0,4
71529-4-0-2,4
94632-5-1-13,5
146845-0-0-31,0
103249-5-0-2,5
101729-0-0-21,0
102104-3-0-0,3
42117-8-0-5,8
177537-7-1-8,7
177537-7-0-25,7
178686-0-0-64,0
144068-5-0-15,5
74364-8-1-26,8
151005-4-1-2,4
66324-9-0-53,9
181624-4-2-0,4
199769-1-0-12,1
76221-2-0-3,2
146186-5-0-8,5
85569-0-0-5,0
42117-8-0-0,8
98680-9-0-11,9
14111-4-0-2,4
176258-3-1-2,3
110621-7-0-0,7
79089-0-0-41,0
42117-8-0-9,8
125678-7-0-4,7
179039-9-0-4,9
159738-8-0-1,8
190894-2-0-0,2
71866-9-0-3,9
98680-9-0-3,9
180125-4-0-16,4
102871-8-0-13,8
103199-4-2-1,4
156634-5-2-2,5
203929-7-6-2,7
184623-8-0-3,8
203929-7-2-0,7
116485-3-0-4,3
162134-7-16-0,7
209992-5-2-43,5
184805-0-0-74,0
157322-3-0-3,3
129356-2-0-118,2
60935-2-0-11,2
58937-4-2-2,4
36263-9-0-3,9
14110-4-0-0,4
177621-0-0-109,0
9223-2-0-15,2
180937-7-3-0,7
24347-8-0-65,8
177592-5-0-9,5
17578-5-0-4,5
201988-5-0-2,5
192382-2-0-12,2
97606-7-0-0,7
194754-3-0-0,3
159751-8-0-1,8
78360-4-0-14,4
126521-3-0-2,3
62566-5-1-0,5
71529-4-1-4,4
34056-2-0-40,2
204240-0-0-19,0
180029-4-16-0,4
203654-9-0-42,9
177621-0-0-57,0
61789-9-0-14,9
36429-2-0-14,2
134717-0-0-2,0
189023-0-0-13,0
52740-3-0-0,3
111671-8-0-15,8
115242-9-0-68,9
189987-0-0-0,0
22601-8-0-4,8
72579-3-0-3,3
46299-2-0-0,2
158608-8-0-0,8
177537-7-0-12,7
159738-8-0-9,8
133090-2-0-20,2
75743-0-0-3,0
54914-2-0-27,2
156358-5-0-3,5
38236-3-2-2,3
62837-7-1-65,7
159754-8-3-0,8
180257-3-0-5,3
72259-1-7-18,1
60935-2-0-13,2
168037-4-3-0,4
74810-9-0-32,9
78360-4-0-1,4
50898-5-0-0,5
110688-3-0-32,3
50414-4-0-1,4
159176-3-0-0,3
61791-9-1-41,9
15544-5-0-0,5
168846-5-1-5,5
57323-8-0-6,8
144007-5-1-3,5
47926-3-0-0,3
162432-6-6-0,6
72259-1-5-0,1
75490-8-1-1,8
14470-2-0-72,2
99192-4-0-38,4
180156-1-10-0,1
115415-9-0-1,9
117181-8-0-5,8
174906-2-0-10,2
203424-9-0-18,9
204240-0-0-15,0
121286-0-0-8,0
35548-9-2-9,9
63724-0-0-14,0
19338-5-1-0,5
171478-9-0-4,9
180029-4-12-0,4
46669-4-0-39,4
103249-5-0-10,5
35296-3-1-0,3
132016-9-0-11,9
165774-7-1-0,7
108638-9-0-6,9
159735-2-0-80,2
174290-6-3-0,6
100852-0-0-28,0
81117-4-0-4,4
129356-2-0-98,2
72259-1-9-2,1
194841-9-0-178,9
176787-5-0-5,5
173995-3-0-11,3
52411-9-0-6,9
135776-2-0-85,2
180127-4-0-16,4
96920-9-0-13,9
54914-2-0-26,2
170564-2-1-9,2
146714-0-0-12,0
22601-8-0-46,8
78360-4-0-4,4
78651-5-0-9,5
189982-0-0-35,0
13579-2-0-15,2
111671-8-0-7,8
7064-6-0-0,6
203929-7-7-3,7
118279-8-0-10,8
188824-7-2-0,7
159744-8-0-5,8
166421-3-0-29,3
162103-0-0-16,0
74364-8-1-11,8
58937-4-3-9,4
74726-8-1-2,8
156418-3-2-0,3
73524-0-0-52,0
14468-3-0-2,3
59513-3-0-0,3
107357-8-1-5,8
50629-4-1-3,4
59277-0-0-3,0
72259-1-10-6,1
72259-1-9-7,1
113203-5-3-0,5
169466-4-2-18,4
15564-2-0-1,2
22601-8-0-6,8
39857-5-5-1,5
158608-8-0-3,8
40722-8-0-2,8
27217-3-0-13,3
85544-3-5-0,3
203929-7-2-11,7
97317-2-0-22,2
185709-0-0-0,0
72221-3-4-5,3
130961-4-5-0,4
151005-4-2-0,4
27349-3-0-2,3
189981-0-0-1,0
22601-8-0-45,8
78651-5-0-14,5
171305-7-27-0,7
84359-2-0-8,2
177537-7-0-26,7
180937-7-3-13,7
50661-5-0-1,5
28385-9-0-65,9
180127-4-0-0,4
14113-4-0-1,4
83191-9-0-13,9
68080-7-0-3,7
189981-0-0-7,0
70098-3-0-0,3
125678-7-0-7,7
192123-2-0-17,2
84249-9-0-3,9
157866-8-0-2,8
76086-4-0-17,4
14524-1-0-0,1
52633-3-0-1,3
189023-0-0-10,0
189023-0-0-9,0
103074-7-4-6,7
116400-3-0-2,3
180937-7-2-3,7
203929-7-6-8,7
159747-8-0-15,8
183894-1-6-0,1
185709-0-0-2,0
159708-6-5-0,6
22883-7-19-0,7
103258-5-0-1,5
178260-7-3-8,7
162432-6-11-0,6
180937-7-2-10,7
119449-5-0-1,5
26270-9-0-3,9
24347-8-0-74,8
200786-5-1-0,5
181102-9-0-111,9
172593-2-0-27,2
72567-1-5-0,1
169044-2-0-18,2
195969-0-0-10,0
156869-8-0-9,8
55018-0-0-92,0
178099-9-0-7,9
102857-5-0-30,5
88121-8-0-2,8
155280-2-0-6,2
54976-4-1-1,4
174290-6-2-0,6
144068-5-3-0,5
24347-8-0-6,8
102853-8-0-0,8
72567-1-2-3,1
180257-3-0-1,3
107090-1-1-0,1
113203-5-0-2,5
165039-7-4-0,7
207124-3-2-0,3
209864-5-0-3,5
109703-2-0-32,2
99180-9-0-48,9
187378-3-0-19,3
143604-5-0-0,5
203128-3-3-0,3
159747-8-0-8,8
9223-2-0-17,2
144007-5-1-0,5
71177-8-1-1,8
39856-5-0-19,5
186334-2-0-36,2
162134-7-3-0,7
189988-0-0-5,0
101729-0-0-36,0
155314-3-0-1,3
159745-8-1-5,8
77751-4-3-0,4
24364-4-0-6,4
159702-6-4-0,6
184449-2-0-33,2
123688-8-0-13,8
102857-5-0-21,5
201652-5-3-1,5
7390-9-0-0,9
66622-4-0-2,4
128240-3-0-20,3
85544-3-7-0,3
195969-0-0-4,0
108357-9-0-30,9
207216-2-0-137,2
177729-0-0-42,0
49485-9-0-28,9
24347-8-0-10,8
180937-4-1-12,4
195969-0-0-1,0
194910-9-0-65,9
77774-4-0-3,4
15544-5-0-6,5
171478-9-0-57,9
154758-5-0-20,5
103076-3-2-0,3
185709-0-0-1,0
115415-9-0-0,9
89099-4-0-0,4
29722-4-0-2,4
149193-5-0-3,5
180937-7-4-3,7
77769-9-0-8,9
111386-5-1-4,5
81068-5-0-0,5
42324-4-2-2,4
102853-8-0-6,8
162432-6-2-0,6
165039-7-10-0,7
71171-4-1-2,4
78326-9-0-1,9
151977-0-0-5,0
189023-0-0-12,0
102857-5-0-2,5
91209-5-1-3,5
158607-3-1-0,3
101382-2-0-42,2
77769-9-0-4,9
181725-3-0-22,3
157866-8-0-23,8
112195-3-0-80,3
200460-6-1-0,6
113205-5-1-2,5
17486-3-1-0,3
39856-5-0-4,5
73524-0-0-31,0
167464-0-0-22,0
146709-0-0-20,0
159702-6-6-0,6
144068-5-0-10,5
73524-0-0-92,0
161005-2-0-28,2
74495-3-0-0,3
58857-2-0-8,2
34621-4-26-0,4
106905-5-0-0,5
106905-8-0-1,8
113202-5-0-1,5
177537-7-0-30,7
110134-3-0-0,3
146714-0-0-55,0
60591-2-0-4,2
58005-4-0-41,4
58005-4-0-45,4
180937-7-3-6,7
